matric_number,entry_mode_code,socio_band_code,prior_cgpa,ca_mean,ca_variance,momentum,attendance_rate,clicks_total,duration_total_min,resource_breadth,submission_timeliness,engagement_index,forum_posts_count,login_frequency,is_at_risk
MAT-2024-0972,0,0,2.69,58.11,4.34,0.55,52.17,227,465.01,7,8.9,113.27,5,11,0
MAT-2024-0973,0,2,3.91,77.58,10.2,-1.3,77.18,240,610.27,7,12.5,128.47,5,21,0
MAT-2024-0974,0,1,3.66,74.8,14.93,-0.99,30.1,264,505.54,6,-6.31,119.44,8,25,0
MAT-2024-0975,2,2,3.11,66.87,19.1,0.23,62.69,243,692.23,10,0.38,123.28,6,17,1
MAT-2024-0976,2,1,2.73,60.03,18.24,0.61,45.69,233,552.93,4,-0.89,113.68,8,20,0
MAT-2024-0977,0,1,1.16,29.29,6.33,-0.06,61.58,261,654.59,12,29.11,129.63,5,14,1
MAT-2024-0978,0,0,2.92,53.78,9.18,-0.58,22.51,246,570.45,9,12.57,108.6,4,17,0
MAT-2024-0979,1,1,3.19,50.8,13.43,-0.85,68.01,245,429.5,6,-1.02,127.0,5,16,0
MAT-2024-0980,0,1,2.57,57.33,2.14,-1.24,52.56,244,704.34,6,-0.35,120.42,7,25,1
MAT-2024-0981,0,1,2.24,42.94,19.19,1.26,47.61,251,773.34,2,17.41,122.04,2,15,1
MAT-2024-0982,0,1,1.95,36.83,28.48,-0.14,54.1,277,638.19,14,-2.42,132.64,4,27,1
MAT-2024-0983,1,0,4.0,77.27,9.37,-0.48,88.17,258,711.5,11,-37.76,139.27,8,25,0
MAT-2024-0984,2,1,2.38,49.85,19.35,-0.58,47.19,259,467.01,6,33.0,124.28,2,22,1
MAT-2024-0985,2,1,4.0,77.29,10.31,0.24,57.66,301,476.0,10,8.76,144.46,10,20,0
MAT-2024-0986,1,1,2.89,65.5,1.32,-0.44,75.93,246,656.88,4,-27.05,130.97,6,18,0
MAT-2024-0987,2,1,2.94,56.4,20.08,0.22,57.27,257,481.75,5,-51.47,127.71,6,22,0
MAT-2024-0988,0,0,1.01,5.67,1.44,0.92,29.1,249,670.21,1,-1.9,114.04,2,29,1
MAT-2024-0989,2,0,2.79,51.12,13.39,0.07,63.1,266,664.41,14,-38.53,131.84,4,22,1
MAT-2024-0990,0,0,2.69,49.67,25.01,-0.44,77.64,223,636.41,7,-25.25,121.86,8,19,1
MAT-2024-0991,1,2,2.87,59.83,4.78,0.5,83.12,209,355.5,4,40.43,119.05,1,18,0
MAT-2024-0992,0,1,1.83,23.67,12.05,-0.04,64.56,249,613.79,7,-7.52,127.02,3,22,1
MAT-2024-0993,2,1,3.21,63.89,24.14,-1.01,75.33,237,405.66,3,1.27,127.33,3,18,0
MAT-2024-0994,0,1,2.62,49.73,8.1,-0.56,79.06,251,654.52,6,-19.64,133.82,2,12,0
MAT-2024-0995,2,0,2.93,51.83,7.56,-2.79,87.31,259,804.32,6,-24.85,140.32,5,17,0
MAT-2024-0996,1,2,2.46,44.37,21.91,-1.65,75.07,250,552.72,6,46.66,131.83,7,25,1
MAT-2024-0997,1,0,3.02,53.17,1.32,0.62,43.0,270,659.12,4,8.67,127.4,4,31,0
MAT-2024-0998,0,0,2.45,52.25,1.76,0.85,39.74,254,568.62,5,-16.11,119.5,6,14,1
MAT-2024-0999,1,1,2.3,50.3,4.25,0.59,52.36,240,726.33,12,18.97,117.54,6,23,0
MAT-2024-1000,0,0,2.79,62.33,5.77,0.54,58.35,234,662.78,6,44.64,118.74,3,20,1
