matric_number,course_code,course_title,ca_score_30
MAT-2024-0073,MAT 101,General Mathematics I,20.4
MAT-2024-0074,CHM 102,Practical Chemistry I,9.4
MAT-2024-0074,CHM 101,General Chemistry I,13.5
MAT-2024-0074,GST 101,Use of English,0.6
MAT-2024-0074,MAT 102,General Mathematics II,8.6
MAT-2024-0075,MAT 101,General Mathematics I,15.7
MAT-2024-0075,MAT 102,General Mathematics II,24.5
MAT-2024-0075,GST 101,Use of English,16.4
MAT-2024-0076,PHY 102,Practical Physics I,14.4
MAT-2024-0076,PHY 101,General Physics I,19.6
MAT-2024-0076,BIO 101,General Biology I,25.5
MAT-2024-0076,ENG 101,Engineering Mechanics,21.0
MAT-2024-0076,GST 101,Use of English,22.4
MAT-2024-0076,MAT 102,General Mathematics II,8.9
MAT-2024-0076,GST 102,Nigerian Peoples and Culture,25.0
MAT-2024-0076,CHM 102,Practical Chemistry I,18.0
MAT-2024-0077,CSC 101,Introduction to Computer Science,11.2
MAT-2024-0077,CHM 102,Practical Chemistry I,7.3
MAT-2024-0077,MAT 101,General Mathematics I,8.3
MAT-2024-0077,PHY 101,General Physics I,10.5
MAT-2024-0078,GST 101,Use of English,3.6
MAT-2024-0078,CSC 101,Introduction to Computer Science,6.0
MAT-2024-0078,GST 102,Nigerian Peoples and Culture,7.6
MAT-2024-0078,BIO 101,General Biology I,5.0
MAT-2024-0078,MAT 101,General Mathematics I,9.2
MAT-2024-0078,MAT 102,General Mathematics II,7.7
MAT-2024-0078,ENG 101,Engineering Mechanics,13.6
MAT-2024-0079,BIO 101,General Biology I,11.5
MAT-2024-0079,CSC 101,Introduction to Computer Science,4.2
MAT-2024-0080,CHM 102,Practical Chemistry I,18.8
MAT-2024-0080,GST 102,Nigerian Peoples and Culture,21.3
MAT-2024-0080,CSC 102,Introduction to Problem Solving,19.6
MAT-2024-0080,PHY 102,Practical Physics I,17.3
MAT-2024-0080,STA 101,Introductory Statistics,11.0
MAT-2024-0080,BIO 101,General Biology I,18.4
MAT-2024-0080,CHM 101,General Chemistry I,30.0
MAT-2024-0080,MAT 102,General Mathematics II,13.7
MAT-2024-0081,ENG 101,Engineering Mechanics,23.7
MAT-2024-0081,GST 102,Nigerian Peoples and Culture,20.8
MAT-2024-0081,BIO 101,General Biology I,24.8
MAT-2024-0081,CSC 101,Introduction to Computer Science,26.2
MAT-2024-0081,CHM 102,Practical Chemistry I,25.8
MAT-2024-0081,CSC 102,Introduction to Problem Solving,18.4
MAT-2024-0081,PHY 102,Practical Physics I,24.6
MAT-2024-0081,PHY 101,General Physics I,21.4
MAT-2024-0081,MAT 102,General Mathematics II,27.4
MAT-2024-0082,BIO 101,General Biology I,14.0
MAT-2024-0082,CHM 102,Practical Chemistry I,20.7
MAT-2024-0082,GST 101,Use of English,14.9
MAT-2024-0082,CHM 101,General Chemistry I,14.2
MAT-2024-0082,MAT 102,General Mathematics II,15.2
MAT-2024-0082,PHY 101,General Physics I,14.2
MAT-2024-0082,STA 101,Introductory Statistics,12.0
MAT-2024-0082,CSC 101,Introduction to Computer Science,10.9
MAT-2024-0082,GST 102,Nigerian Peoples and Culture,11.8
MAT-2024-0083,STA 101,Introductory Statistics,21.5
MAT-2024-0083,MAT 102,General Mathematics II,30.0
MAT-2024-0083,GST 102,Nigerian Peoples and Culture,25.5
MAT-2024-0083,PHY 101,General Physics I,12.2
MAT-2024-0083,CSC 101,Introduction to Computer Science,29.5
MAT-2024-0084,GST 101,Use of English,16.0
MAT-2024-0084,ENG 101,Engineering Mechanics,18.7
MAT-2024-0084,CSC 101,Introduction to Computer Science,12.0
MAT-2024-0085,PHY 101,General Physics I,16.9
MAT-2024-0085,ENG 101,Engineering Mechanics,13.4
MAT-2024-0085,CSC 102,Introduction to Problem Solving,14.5
MAT-2024-0085,STA 101,Introductory Statistics,17.7
MAT-2024-0086,BIO 101,General Biology I,19.0
MAT-2024-0086,ENG 101,Engineering Mechanics,14.9
MAT-2024-0086,MAT 101,General Mathematics I,15.8
MAT-2024-0086,GST 101,Use of English,17.9
MAT-2024-0086,CSC 102,Introduction to Problem Solving,15.6
MAT-2024-0086,GST 102,Nigerian Peoples and Culture,16.0
MAT-2024-0086,MAT 102,General Mathematics II,12.7
MAT-2024-0086,CHM 101,General Chemistry I,14.8
MAT-2024-0086,CHM 102,Practical Chemistry I,11.0
MAT-2024-0087,ENG 101,Engineering Mechanics,27.1
MAT-2024-0087,BIO 101,General Biology I,23.9
MAT-2024-0087,MAT 101,General Mathematics I,22.9
MAT-2024-0087,STA 101,Introductory Statistics,24.1
MAT-2024-0087,CHM 101,General Chemistry I,26.2
MAT-2024-0087,MAT 102,General Mathematics II,19.3
MAT-2024-0087,CSC 102,Introduction to Problem Solving,28.5
MAT-2024-0087,GST 101,Use of English,26.9
MAT-2024-0087,GST 102,Nigerian Peoples and Culture,26.9
MAT-2024-0087,PHY 101,General Physics I,25.8
MAT-2024-0088,GST 101,Use of English,21.5
MAT-2024-0088,CHM 101,General Chemistry I,30.0
MAT-2024-0088,ENG 101,Engineering Mechanics,24.7
MAT-2024-0088,BIO 101,General Biology I,22.2
MAT-2024-0088,MAT 101,General Mathematics I,24.6
MAT-2024-0088,CHM 102,Practical Chemistry I,24.1
MAT-2024-0088,CSC 101,Introduction to Computer Science,24.8
MAT-2024-0088,STA 101,Introductory Statistics,17.6
MAT-2024-0089,MAT 102,General Mathematics II,20.7
MAT-2024-0089,ENG 101,Engineering Mechanics,13.8
MAT-2024-0089,CSC 101,Introduction to Computer Science,17.6
MAT-2024-0089,BIO 101,General Biology I,18.3
MAT-2024-0089,CHM 102,Practical Chemistry I,20.5
MAT-2024-0089,MAT 101,General Mathematics I,18.2
MAT-2024-0089,GST 101,Use of English,11.7
MAT-2024-0089,CHM 101,General Chemistry I,16.1
MAT-2024-0089,STA 101,Introductory Statistics,19.1
MAT-2024-0089,PHY 102,Practical Physics I,21.5
MAT-2024-0089,CSC 102,Introduction to Problem Solving,15.7
MAT-2024-0090,ENG 101,Engineering Mechanics,22.1
MAT-2024-0090,CSC 101,Introduction to Computer Science,24.5
MAT-2024-0090,BIO 101,General Biology I,15.0
MAT-2024-0090,CSC 102,Introduction to Problem Solving,21.1
MAT-2024-0090,MAT 101,General Mathematics I,18.5
MAT-2024-0090,CHM 101,General Chemistry I,18.7
MAT-2024-0090,GST 101,Use of English,20.6
MAT-2024-0090,PHY 102,Practical Physics I,20.7
MAT-2024-0090,PHY 101,General Physics I,21.1
MAT-2024-0090,MAT 102,General Mathematics II,14.8
MAT-2024-0090,CHM 102,Practical Chemistry I,16.0
MAT-2024-0091,MAT 102,General Mathematics II,14.8
MAT-2024-0091,ENG 101,Engineering Mechanics,10.4
MAT-2024-0091,CHM 101,General Chemistry I,7.2
MAT-2024-0091,CSC 102,Introduction to Problem Solving,8.1
MAT-2024-0091,CHM 102,Practical Chemistry I,7.0
MAT-2024-0091,PHY 101,General Physics I,14.4
MAT-2024-0092,MAT 101,General Mathematics I,19.0
MAT-2024-0092,CSC 102,Introduction to Problem Solving,15.5
MAT-2024-0092,GST 102,Nigerian Peoples and Culture,25.6
MAT-2024-0092,MAT 102,General Mathematics II,17.8
MAT-2024-0092,STA 101,Introductory Statistics,14.2
MAT-2024-0092,GST 101,Use of English,20.8
MAT-2024-0092,CHM 102,Practical Chemistry I,16.5
MAT-2024-0092,PHY 102,Practical Physics I,15.8
MAT-2024-0093,MAT 101,General Mathematics I,13.9
MAT-2024-0093,MAT 102,General Mathematics II,12.6
MAT-2024-0093,GST 101,Use of English,18.7
MAT-2024-0093,CHM 102,Practical Chemistry I,20.1
MAT-2024-0093,CSC 102,Introduction to Problem Solving,15.4
MAT-2024-0093,CSC 101,Introduction to Computer Science,20.5
MAT-2024-0093,PHY 101,General Physics I,12.5
MAT-2024-0093,ENG 101,Engineering Mechanics,11.7
MAT-2024-0093,PHY 102,Practical Physics I,23.3
MAT-2024-0093,GST 102,Nigerian Peoples and Culture,18.4
MAT-2024-0093,BIO 101,General Biology I,21.7
MAT-2024-0094,BIO 101,General Biology I,16.2
MAT-2024-0094,CSC 102,Introduction to Problem Solving,23.2
MAT-2024-0094,CHM 101,General Chemistry I,27.6
MAT-2024-0094,STA 101,Introductory Statistics,17.6
MAT-2024-0095,PHY 102,Practical Physics I,13.7
MAT-2024-0095,MAT 102,General Mathematics II,24.0
MAT-2024-0095,PHY 101,General Physics I,9.0
MAT-2024-0096,CHM 101,General Chemistry I,8.1
MAT-2024-0096,PHY 101,General Physics I,13.6
MAT-2024-0096,PHY 102,Practical Physics I,15.4
MAT-2024-0097,CHM 101,General Chemistry I,17.4
MAT-2024-0098,CHM 102,Practical Chemistry I,7.9
MAT-2024-0098,ENG 101,Engineering Mechanics,10.2
MAT-2024-0098,CSC 102,Introduction to Problem Solving,4.7
MAT-2024-0098,GST 101,Use of English,6.8
MAT-2024-0098,PHY 101,General Physics I,6.5
MAT-2024-0098,PHY 102,Practical Physics I,11.3
MAT-2024-0098,MAT 101,General Mathematics I,10.8
MAT-2024-0098,STA 101,Introductory Statistics,7.6
MAT-2024-0098,CSC 101,Introduction to Computer Science,11.2
MAT-2024-0098,MAT 102,General Mathematics II,8.3
MAT-2024-0099,MAT 102,General Mathematics II,9.5
MAT-2024-0099,MAT 101,General Mathematics I,19.7
MAT-2024-0099,STA 101,Introductory Statistics,13.1
MAT-2024-0099,GST 102,Nigerian Peoples and Culture,11.9
MAT-2024-0099,ENG 101,Engineering Mechanics,11.7
MAT-2024-0099,CHM 102,Practical Chemistry I,6.5
MAT-2024-0099,CSC 102,Introduction to Problem Solving,12.5
MAT-2024-0099,CHM 101,General Chemistry I,14.9
MAT-2024-0099,CSC 101,Introduction to Computer Science,11.4
MAT-2024-0099,PHY 102,Practical Physics I,14.6
MAT-2024-0100,BIO 101,General Biology I,30.0
MAT-2024-0100,PHY 101,General Physics I,17.6
MAT-2024-0100,ENG 101,Engineering Mechanics,19.0
MAT-2024-0100,STA 101,Introductory Statistics,22.4
MAT-2024-0100,MAT 102,General Mathematics II,27.1
MAT-2024-0100,CSC 101,Introduction to Computer Science,16.2
MAT-2024-0100,GST 101,Use of English,23.3
MAT-2024-0101,CSC 102,Introduction to Problem Solving,18.0
MAT-2024-0101,GST 102,Nigerian Peoples and Culture,13.0
MAT-2024-0101,CHM 102,Practical Chemistry I,14.3
MAT-2024-0102,PHY 102,Practical Physics I,17.0
MAT-2024-0102,GST 102,Nigerian Peoples and Culture,17.0
MAT-2024-0102,BIO 101,General Biology I,17.2
MAT-2024-0102,CHM 102,Practical Chemistry I,9.2
MAT-2024-0102,ENG 101,Engineering Mechanics,20.6
MAT-2024-0103,CHM 101,General Chemistry I,5.5
MAT-2024-0103,STA 101,Introductory Statistics,15.0
MAT-2024-0103,GST 101,Use of English,14.1
MAT-2024-0103,PHY 101,General Physics I,13.9
MAT-2024-0103,MAT 102,General Mathematics II,9.1
MAT-2024-0103,BIO 101,General Biology I,8.8
MAT-2024-0103,PHY 102,Practical Physics I,13.5
MAT-2024-0103,CHM 102,Practical Chemistry I,10.0
MAT-2024-0103,GST 102,Nigerian Peoples and Culture,8.6
MAT-2024-0103,CSC 102,Introduction to Problem Solving,10.6
MAT-2024-0104,MAT 101,General Mathematics I,17.1
MAT-2024-0104,BIO 101,General Biology I,13.9
MAT-2024-0104,STA 101,Introductory Statistics,18.5
MAT-2024-0104,CSC 101,Introduction to Computer Science,19.7
MAT-2024-0104,CSC 102,Introduction to Problem Solving,8.3
MAT-2024-0104,GST 101,Use of English,20.1
MAT-2024-0105,MAT 102,General Mathematics II,19.4
MAT-2024-0105,CHM 101,General Chemistry I,17.6
MAT-2024-0105,STA 101,Introductory Statistics,15.8
MAT-2024-0105,CSC 102,Introduction to Problem Solving,16.4
MAT-2024-0105,PHY 102,Practical Physics I,13.4
MAT-2024-0105,MAT 101,General Mathematics I,14.9
MAT-2024-0106,GST 101,Use of English,16.6
MAT-2024-0106,PHY 101,General Physics I,16.9
MAT-2024-0106,MAT 102,General Mathematics II,11.3
MAT-2024-0106,ENG 101,Engineering Mechanics,14.5
MAT-2024-0106,BIO 101,General Biology I,16.0
MAT-2024-0106,CHM 102,Practical Chemistry I,20.0
MAT-2024-0106,STA 101,Introductory Statistics,17.0
MAT-2024-0106,GST 102,Nigerian Peoples and Culture,17.4
MAT-2024-0106,PHY 102,Practical Physics I,14.6
MAT-2024-0107,MAT 102,General Mathematics II,17.7
MAT-2024-0107,MAT 101,General Mathematics I,17.4
MAT-2024-0107,PHY 101,General Physics I,22.2
MAT-2024-0107,CHM 101,General Chemistry I,19.6
MAT-2024-0107,GST 101,Use of English,13.3
MAT-2024-0107,ENG 101,Engineering Mechanics,9.6
MAT-2024-0107,STA 101,Introductory Statistics,16.2
MAT-2024-0107,CHM 102,Practical Chemistry I,13.7
MAT-2024-0108,CHM 102,Practical Chemistry I,12.0
MAT-2024-0108,PHY 102,Practical Physics I,18.6
MAT-2024-0108,STA 101,Introductory Statistics,17.2
MAT-2024-0108,BIO 101,General Biology I,21.0
MAT-2024-0108,GST 102,Nigerian Peoples and Culture,17.0
MAT-2024-0109,STA 101,Introductory Statistics,19.9
MAT-2024-0109,ENG 101,Engineering Mechanics,11.4
MAT-2024-0109,GST 102,Nigerian Peoples and Culture,20.0
MAT-2024-0109,MAT 102,General Mathematics II,15.7
MAT-2024-0109,PHY 102,Practical Physics I,11.1
MAT-2024-0109,BIO 101,General Biology I,8.5
MAT-2024-0109,CSC 101,Introduction to Computer Science,9.4
MAT-2024-0109,CSC 102,Introduction to Problem Solving,12.9
MAT-2024-0109,CHM 102,Practical Chemistry I,14.9
MAT-2024-0110,PHY 101,General Physics I,24.0
MAT-2024-0110,CSC 102,Introduction to Problem Solving,28.0
MAT-2024-0110,GST 101,Use of English,29.4
MAT-2024-0110,STA 101,Introductory Statistics,21.0
MAT-2024-0111,CSC 102,Introduction to Problem Solving,16.9
MAT-2024-0111,GST 102,Nigerian Peoples and Culture,15.7
MAT-2024-0112,GST 101,Use of English,21.2
MAT-2024-0112,MAT 102,General Mathematics II,17.7
MAT-2024-0112,BIO 101,General Biology I,19.7
MAT-2024-0113,CSC 102,Introduction to Problem Solving,13.1
MAT-2024-0113,PHY 102,Practical Physics I,10.0
MAT-2024-0113,GST 102,Nigerian Peoples and Culture,17.4
MAT-2024-0113,MAT 102,General Mathematics II,9.4
MAT-2024-0113,CHM 101,General Chemistry I,9.9
MAT-2024-0114,GST 101,Use of English,24.3
MAT-2024-0114,CHM 101,General Chemistry I,19.9
MAT-2024-0115,STA 101,Introductory Statistics,5.7
MAT-2024-0115,CSC 101,Introduction to Computer Science,13.3
MAT-2024-0115,CHM 101,General Chemistry I,2.2
MAT-2024-0115,MAT 101,General Mathematics I,14.1
MAT-2024-0116,CSC 101,Introduction to Computer Science,30.0
MAT-2024-0116,CHM 101,General Chemistry I,30.0
MAT-2024-0116,MAT 101,General Mathematics I,26.1
MAT-2024-0116,CHM 102,Practical Chemistry I,29.4
MAT-2024-0116,GST 102,Nigerian Peoples and Culture,30.0
MAT-2024-0116,CSC 102,Introduction to Problem Solving,23.4
MAT-2024-0116,STA 101,Introductory Statistics,21.9
MAT-2024-0116,PHY 101,General Physics I,20.9
MAT-2024-0116,GST 101,Use of English,20.5
MAT-2024-0117,MAT 101,General Mathematics I,8.9
MAT-2024-0117,PHY 102,Practical Physics I,20.5
MAT-2024-0118,BIO 101,General Biology I,20.4
MAT-2024-0118,MAT 102,General Mathematics II,17.4
MAT-2024-0118,CSC 102,Introduction to Problem Solving,15.4
MAT-2024-0118,STA 101,Introductory Statistics,22.4
MAT-2024-0118,CSC 101,Introduction to Computer Science,24.5
MAT-2024-0119,CHM 101,General Chemistry I,15.2
MAT-2024-0120,PHY 101,General Physics I,9.7
MAT-2024-0120,MAT 102,General Mathematics II,18.4
MAT-2024-0120,ENG 101,Engineering Mechanics,12.8
MAT-2024-0120,BIO 101,General Biology I,11.5
MAT-2024-0120,CSC 102,Introduction to Problem Solving,14.2
MAT-2024-0120,MAT 101,General Mathematics I,20.9
MAT-2024-0120,GST 102,Nigerian Peoples and Culture,13.4
MAT-2024-0120,CHM 102,Practical Chemistry I,17.3
MAT-2024-0121,CHM 101,General Chemistry I,10.7
MAT-2024-0121,PHY 101,General Physics I,12.2
MAT-2024-0121,GST 101,Use of English,7.7
MAT-2024-0121,CSC 102,Introduction to Problem Solving,10.6
MAT-2024-0121,GST 102,Nigerian Peoples and Culture,14.6
MAT-2024-0121,ENG 101,Engineering Mechanics,15.1
MAT-2024-0121,MAT 102,General Mathematics II,16.7
MAT-2024-0121,BIO 101,General Biology I,19.3
MAT-2024-0121,STA 101,Introductory Statistics,14.9
MAT-2024-0121,PHY 102,Practical Physics I,10.8
MAT-2024-0122,ENG 101,Engineering Mechanics,13.5
MAT-2024-0122,BIO 101,General Biology I,14.2
MAT-2024-0122,CSC 102,Introduction to Problem Solving,9.8
MAT-2024-0122,CHM 101,General Chemistry I,16.3
MAT-2024-0122,MAT 102,General Mathematics II,16.0
MAT-2024-0122,PHY 102,Practical Physics I,16.6
MAT-2024-0122,CHM 102,Practical Chemistry I,17.5
MAT-2024-0122,GST 102,Nigerian Peoples and Culture,12.6
MAT-2024-0122,MAT 101,General Mathematics I,16.9
MAT-2024-0123,CSC 102,Introduction to Problem Solving,9.2
MAT-2024-0123,PHY 101,General Physics I,16.5
MAT-2024-0123,GST 101,Use of English,21.0
MAT-2024-0123,CHM 102,Practical Chemistry I,15.2
MAT-2024-0123,CHM 101,General Chemistry I,19.4
MAT-2024-0123,MAT 102,General Mathematics II,20.9
MAT-2024-0123,BIO 101,General Biology I,17.8
MAT-2024-0123,ENG 101,Engineering Mechanics,19.8
MAT-2024-0123,STA 101,Introductory Statistics,15.3
MAT-2024-0123,MAT 101,General Mathematics I,18.3
MAT-2024-0124,MAT 101,General Mathematics I,12.8
MAT-2024-0124,ENG 101,Engineering Mechanics,22.3
MAT-2024-0124,BIO 101,General Biology I,15.6
MAT-2024-0125,BIO 101,General Biology I,19.0
MAT-2024-0125,CHM 101,General Chemistry I,22.5
MAT-2024-0125,MAT 101,General Mathematics I,18.0
MAT-2024-0125,GST 101,Use of English,29.3
MAT-2024-0125,CSC 102,Introduction to Problem Solving,9.2
MAT-2024-0125,GST 102,Nigerian Peoples and Culture,22.6
MAT-2024-0125,STA 101,Introductory Statistics,12.8
MAT-2024-0125,PHY 102,Practical Physics I,19.0
MAT-2024-0125,CHM 102,Practical Chemistry I,19.5
MAT-2024-0125,PHY 101,General Physics I,25.9
MAT-2024-0126,MAT 102,General Mathematics II,9.3
MAT-2024-0126,CHM 102,Practical Chemistry I,12.5
MAT-2024-0126,PHY 102,Practical Physics I,4.1
MAT-2024-0126,GST 101,Use of English,19.0
MAT-2024-0126,ENG 101,Engineering Mechanics,13.7
MAT-2024-0127,GST 102,Nigerian Peoples and Culture,14.9
MAT-2024-0127,GST 101,Use of English,15.1
MAT-2024-0128,CSC 101,Introduction to Computer Science,15.4
MAT-2024-0128,CHM 101,General Chemistry I,13.4
MAT-2024-0128,MAT 102,General Mathematics II,13.5
MAT-2024-0128,PHY 101,General Physics I,22.3
MAT-2024-0128,MAT 101,General Mathematics I,12.4
MAT-2024-0128,CHM 102,Practical Chemistry I,18.9
MAT-2024-0128,ENG 101,Engineering Mechanics,19.5
MAT-2024-0128,BIO 101,General Biology I,16.9
MAT-2024-0128,CSC 102,Introduction to Problem Solving,24.5
MAT-2024-0128,STA 101,Introductory Statistics,19.4
MAT-2024-0128,PHY 102,Practical Physics I,24.8
MAT-2024-0129,BIO 101,General Biology I,17.7
MAT-2024-0129,CSC 102,Introduction to Problem Solving,17.8
MAT-2024-0130,CSC 102,Introduction to Problem Solving,20.2
MAT-2024-0130,ENG 101,Engineering Mechanics,12.4
MAT-2024-0130,CHM 101,General Chemistry I,24.3
MAT-2024-0130,GST 102,Nigerian Peoples and Culture,15.7
MAT-2024-0130,PHY 102,Practical Physics I,8.5
MAT-2024-0131,BIO 101,General Biology I,20.2
MAT-2024-0131,PHY 101,General Physics I,17.4
MAT-2024-0131,PHY 102,Practical Physics I,6.9
MAT-2024-0131,MAT 101,General Mathematics I,21.1
MAT-2024-0131,ENG 101,Engineering Mechanics,17.4
MAT-2024-0131,STA 101,Introductory Statistics,10.7
MAT-2024-0131,CHM 101,General Chemistry I,16.7
MAT-2024-0131,CSC 101,Introduction to Computer Science,9.6
MAT-2024-0132,PHY 101,General Physics I,24.1
MAT-2024-0133,CHM 102,Practical Chemistry I,15.7
MAT-2024-0133,PHY 102,Practical Physics I,19.6
MAT-2024-0133,CSC 102,Introduction to Problem Solving,11.2
MAT-2024-0133,MAT 101,General Mathematics I,21.1
MAT-2024-0134,CHM 101,General Chemistry I,19.9
MAT-2024-0134,PHY 102,Practical Physics I,18.1
MAT-2024-0134,MAT 101,General Mathematics I,18.8
MAT-2024-0134,CSC 101,Introduction to Computer Science,22.3
MAT-2024-0134,BIO 101,General Biology I,11.0
MAT-2024-0134,GST 102,Nigerian Peoples and Culture,19.0
MAT-2024-0134,CSC 102,Introduction to Problem Solving,20.2
MAT-2024-0134,PHY 101,General Physics I,22.2
MAT-2024-0134,MAT 102,General Mathematics II,15.0
MAT-2024-0134,GST 101,Use of English,14.8
MAT-2024-0134,ENG 101,Engineering Mechanics,21.4
MAT-2024-0135,PHY 101,General Physics I,12.1
MAT-2024-0135,BIO 101,General Biology I,21.7
MAT-2024-0135,STA 101,Introductory Statistics,19.4
MAT-2024-0135,ENG 101,Engineering Mechanics,20.8
MAT-2024-0135,CHM 102,Practical Chemistry I,16.8
MAT-2024-0135,GST 102,Nigerian Peoples and Culture,12.0
MAT-2024-0135,CSC 102,Introduction to Problem Solving,19.1
MAT-2024-0135,MAT 101,General Mathematics I,13.5
MAT-2024-0136,STA 101,Introductory Statistics,14.5
MAT-2024-0136,ENG 101,Engineering Mechanics,27.4
MAT-2024-0136,BIO 101,General Biology I,19.5
MAT-2024-0137,CHM 102,Practical Chemistry I,12.9
MAT-2024-0137,ENG 101,Engineering Mechanics,8.6
MAT-2024-0137,GST 102,Nigerian Peoples and Culture,14.5
MAT-2024-0137,MAT 101,General Mathematics I,9.1
MAT-2024-0137,BIO 101,General Biology I,6.2
MAT-2024-0138,STA 101,Introductory Statistics,16.0
MAT-2024-0138,CHM 101,General Chemistry I,13.6
MAT-2024-0139,PHY 101,General Physics I,12.4
MAT-2024-0139,ENG 101,Engineering Mechanics,14.0
MAT-2024-0139,GST 102,Nigerian Peoples and Culture,20.4
MAT-2024-0139,MAT 101,General Mathematics I,13.9
MAT-2024-0139,CHM 102,Practical Chemistry I,14.1
MAT-2024-0139,BIO 101,General Biology I,11.5
MAT-2024-0140,MAT 101,General Mathematics I,23.0
MAT-2024-0140,GST 101,Use of English,22.7
MAT-2024-0140,GST 102,Nigerian Peoples and Culture,15.9
MAT-2024-0140,STA 101,Introductory Statistics,23.3
MAT-2024-0140,BIO 101,General Biology I,19.0
MAT-2024-0140,CHM 102,Practical Chemistry I,23.1
MAT-2024-0140,ENG 101,Engineering Mechanics,20.5
MAT-2024-0141,GST 101,Use of English,14.0
MAT-2024-0142,GST 102,Nigerian Peoples and Culture,0.3
MAT-2024-0142,CSC 101,Introduction to Computer Science,10.7
MAT-2024-0142,CHM 101,General Chemistry I,11.1
MAT-2024-0142,BIO 101,General Biology I,4.4
MAT-2024-0142,PHY 102,Practical Physics I,10.1
MAT-2024-0143,MAT 101,General Mathematics I,17.5
MAT-2024-0143,CHM 102,Practical Chemistry I,7.4
MAT-2024-0144,MAT 102,General Mathematics II,16.4
MAT-2024-0144,GST 101,Use of English,26.9
MAT-2024-0144,CSC 101,Introduction to Computer Science,22.7
